Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power[W],Machine failure,TWF,HDF,PWF,OSF,RNF
1,-0.6024172079894964,-0.677756345295187,0.2968838988390162,-0.17925681938262783,0.9591213755085379,0.08312445031183963,0,0,0,0,0,0
0,-0.6024172079894964,-0.677756345295187,1.618874283325063,-1.7141015158442399,1.0062534190559445,-1.774137614300151,0,0,0,0,0,0
1,-0.5524211743618752,-0.677756345295187,1.5240479688260637,-1.4131515753615709,1.037674781420882,-1.2790031229567846,0,0,0,0,0,0
0,-0.5024251407342256,-0.61035545968962,-0.08799937765692141,-0.13913016065160544,1.0848068249682883,-0.11570638174801448,0,0,0,0,0,0
0,-0.5024251407342256,-0.61035545968962,-0.8075637641493265,0.5129280437275106,1.116228187333226,0.2847416218715949,0,0,0,0,0,0
1,-0.5524211743618752,-0.7451572309007539,0.782171508333894,-1.1322649642444131,1.1476495496981636,-1.1557272221953085,0,0,0,0,0,0
2,-0.6024172079894964,-0.7451572309007539,-0.4059464321535655,0.4126113968999543,1.19478159324557,0.45949612599920364,0,0,0,0,0,0
0,-0.6024172079894964,-0.7451572309007539,-0.06568730365715691,-0.7610933709824549,1.273334999157914,-1.029409894514927,0,0,0,0,0,0
0,-0.5524211743618752,-0.61035545968962,-0.4840386911527413,0.5530547024585329,1.3833097674351955,0.5983617924837193,0,0,0,0,0,0
0,-0.5524211743618752,-0.61035545968962,-0.9470142266478546,0.4427063909482209,1.4147311298001333,0.08010264550208748,0,0,0,0,0,0
0,-0.5024251407342256,-0.61035545968962,0.2968838988390162,-0.5002700892308083,1.4461524921650708,-0.4166899140648118,0,0,0,0,0,0
0,-0.5524211743618752,-0.677756345295187,0.34708606533848635,-0.7711250356652106,1.4775738545300083,-0.8098875483519327,0,0,0,0,0,0
0,-0.6024172079894964,-0.7451572309007539,-0.8912340416484434,0.6734346786516008,1.508995216894946,0.43484094584690924,0,0,0,0,0,0
0,-0.6024172079894964,-0.7451572309007539,-0.43383652465327116,0.793814654844668,1.5404165792598836,0.9825528786690455,0,0,0,0,0,0
0,-0.6024172079894964,-0.7451572309007539,-0.4673046356529179,0.13172478578279617,1.5718379416248212,0.01220033677385942,1,1,0,0,0,0
0,-0.6024172079894964,-0.7451572309007539,-0.785251690149562,1.1549545834238708,-1.6959837443286896,1.180255439452532,0,0,0,0,0,0
0,-0.6024172079894964,-0.7451572309007539,-0.7629396161497976,-0.20935181343089515,-1.6645623819637518,-0.6702271864466712,0,0,0,0,0,0
2,-0.6024172079894964,-0.8125581165062826,-0.5230848206523292,0.9944479484997806,-1.6331410195988143,1.1909004336687037,0,0,0,0,0,0
0,-0.5524211743618752,-0.7451572309007539,-0.49519472815262355,0.7536879961136456,-1.5545876136864702,0.8739543155549374,0,0,0,0,0,0
0,-0.5524211743618752,-0.7451572309007539,-0.4784606726528002,0.08156646236901802,-1.5231662513215327,-0.0671809058095944,0,0,0,0,0,0
0,-0.5024251407342256,-0.677756345295187,-0.38921237665374214,0.011344809589729025,-1.491744888956595,-0.10402141574666819,0,0,0,0,0,0
0,-0.5524211743618752,-0.7451572309007539,-0.651379246150975,0.7637196607964014,-1.4603235265916574,0.7574186092879405,0,0,0,0,0,0
1,-0.5024251407342256,-0.677756345295187,1.4794238208265347,-1.32286659321677,-1.42890216422672,-1.140039345926498,0,0,0,0,0,0
2,-0.5024251407342256,-0.677756345295187,-0.5732869871517993,0.3925480675344427,-1.3817701206793134,0.3015185251984655,0,0,0,0,0,0
0,-0.5024251407342256,-0.677756345295187,0.029139010841842207,-0.8212833590789884,-1.3032167147669695,-1.066260215506578,0,0,0,0,0,0
1,-0.5024251407342256,-0.677756345295187,-0.6681133016507984,0.5229597084102664,-1.2717953524020318,0.4092831486735195,0,0,0,0,0,0
1,-0.5524211743618752,-0.7451572309007539,-0.2888080436548019,-0.04884517850680491,-1.2246633088546255,-0.12073945274607539,0,0,0,0,0,0
0,-0.5524211743618752,-0.7451572309007539,1.1949448773295372,-1.4231832400443263,-1.177531265307219,-1.4461246266233958,0,0,0,0,0,0
0,-0.5524211743618752,-0.7451572309007539,1.6244523018250039,-1.5134682221891271,-1.1461099029422814,-1.4128062852795065,0,0,0,0,0,0
1,-0.5524211743618752,-0.7451572309007539,1.049916396331068,-1.2927715991685031,-1.114688540577344,-1.2916691944158423,0,0,0,0,0,0
0,-0.452429107106576,-0.677756345295187,-0.49519472815262355,0.3022630853896422,-1.0675564970299374,0.23378300439804878,0,0,0,0,0,0
0,-0.5024251407342256,-0.7451572309007539,0.46422445383725,-0.811251694396233,-1.0361351346649998,-0.8069932872516827,0,0,0,0,0,0
1,-0.5024251407342256,-0.677756345295187,-1.0474185596467949,1.2251762362031606,-1.0047137723000623,1.0355620065492088,0,0,0,0,0,0
1,-0.5024251407342256,-0.677756345295187,0.20205758434001708,-0.4701750951825417,-0.9575817287526558,-0.42870845592178075,0,0,0,0,0,0
1,-0.5524211743618752,-0.7451572309007539,1.178210821829714,-1.0118849880513456,-0.9104496852052494,-0.7497752169579364,0,0,0,0,0,0
0,-0.5524211743618752,-0.8125581165062826,-0.05453126665727467,-0.7309983769341876,-0.863317641657843,-0.9780490238037186,0,0,0,0,0,0
0,-0.6024172079894964,-0.8125581165062826,-0.08799937765692141,0.4427063909482209,-0.8318962792929054,0.7509433132670436,0,0,0,0,0,0
0,-0.6024172079894964,-0.7451572309007539,1.7471687088237087,-1.5034365575063715,-0.8004749169279678,-1.340891255229239,0,0,0,0,0,0
0,-0.6024172079894964,-0.8125581165062826,0.09049721434119458,0.06150313300350718,-0.7376321921980926,0.3106035617368761,0,0,0,0,0,0
1,-0.6024172079894964,-0.8125581165062826,-0.5453968946520936,0.05147146832075141,-0.706210829833155,-0.15762901795603548,0,0,0,0,0,0
0,-0.6024172079894964,-0.8799590021118496,-0.49519472815262355,0.3423897441206646,-0.6590787862857486,0.29068712094532834,0,0,0,0,0,0
0,-0.6024172079894964,-0.8799590021118496,0.29130588033907506,-0.8915050118582778,-0.627657423920811,-1.0288899086223389,0,0,0,0,0,0
0,-0.6024172079894964,-0.8799590021118496,-0.5230848206523292,0.8540046429412019,-0.5962360615558734,0.9924227995736257,0,0,0,0,0,0
1,-0.6024172079894964,-0.8125581165062826,-0.23302785865539066,0.6834663433343559,-0.5648146991909357,0.9901760680754651,0,0,0,0,0,0
2,-0.5524211743618752,-0.8125581165062826,0.4586464353373088,-0.7309983769341876,-0.5176826556435293,-0.6828932579057287,0,0,0,0,0,0
0,-0.5524211743618752,-0.8799590021118496,0.1853235288401937,-0.5905550713756088,-0.4391292497311854,-0.624174096261683,0,0,0,0,0,0
0,-0.6024172079894964,-0.9473598877173782,1.8587290788225312,-1.7542281745752621,-0.40770788736624775,-1.7509933365527315,0,0,0,0,0,0
2,-0.652413241617146,-0.9473598877173782,-0.22187182165550842,0.3524214088034203,-0.37628652500131016,0.5140357783933975,0,0,0,0,0,0
1,-0.6024172079894964,-0.8799590021118496,-0.22744984015544953,-0.04884517850680491,-0.29773311908896616,-0.07811042060850244,0,0,0,0,0,0
1,-0.6024172079894964,-0.9473598877173782,-0.29438606215474306,0.1919147738793301,-0.25060107554155975,0.22528663113426595,0,0,0,0,0,0
0,-0.6024172079894964,-0.9473598877173782,0.7877495268338351,-1.0620433114651238,-0.20346903199415334,-1.0375334477047797,0,0,0,0,0,0
0,-0.6024172079894964,-0.9473598877173782,-0.6011770796515049,0.5731180318240445,-0.17204766962921575,0.5326964041990748,0,0,0,0,0,0
0,-0.5524211743618752,-0.8799590021118496,0.14069938084066472,-0.5905550713756088,-0.14062630726427813,-0.6509386531480587,0,0,0,0,0,0
0,-0.6024172079894964,-0.9473598877173782,0.3359300283386041,-0.7009033828859209,-0.10920494489934053,-0.7064103557270784,0,0,0,0,0,0
1,-0.6024172079894964,-0.9473598877173782,0.9383560263322456,-1.1924549523409467,-0.07778358253440293,-1.177370408592428,0,0,0,0,0,0
0,-0.652413241617146,-1.0147607733229451,-0.4003684136536244,0.07153479768626296,-0.03065153898699653,-0.025532979129731834,0,0,0,0,0,0
0,-0.5524211743618752,-0.8799590021118496,-0.5900210426516227,0.4728013849964882,0.0007698233779410749,0.40107129599247304,0,0,0,0,0,0
0,-0.5524211743618752,-0.8799590021118496,0.10723126984101795,0.12169312110004112,0.03219118574287868,0.414267164398695,0,0,0,0,0,0
0,-0.5024251407342256,-0.8125581165062826,-1.276117318144381,1.074701265961826,0.06361254810781627,0.6327985940494001,0,0,0,0,0,0
0,-0.5524211743618752,-0.8799590021118496,0.040295047841724455,0.3423897441206646,0.09503391047275388,0.6994548988463329,0,0,0,0,0,0
0,-0.5524211743618752,-0.8799590021118496,1.049916396331068,-1.0620433114651238,0.12645527283769148,-0.9019642955581761,0,0,0,0,0,0
0,-0.5524211743618752,-0.9473598877173782,0.11838730684090021,-0.7811567003479657,0.1578766352026291,-0.955120589256995,0,0,0,0,0,0
0,-0.5024251407342256,-0.9473598877173782,-1.1701349666454997,2.0578044048718778,0.18929799756756668,2.0051198530236483,0,0,0,0,0,0
0,-0.5524211743618752,-0.9473598877173782,-0.7015814126504452,0.6533713492860893,0.2207193599325043,0.5628948301874411,0,0,0,0,0,0
0,-0.5024251407342256,-0.9473598877173782,0.2689938063393106,-0.13913016065160544,0.2521407222974419,0.1266659105250859,0,0,0,0,0,0
0,-0.5524211743618752,-1.0147607733229451,0.11280928834095907,-0.570491742010098,0.2835620846623795,-0.6370756330305923,0,0,0,0,0,0
0,-0.6024172079894964,-1.0821616589285121,-0.36690030265397766,0.11166145641728534,0.3149834470273171,0.05623234971596177,0,0,0,0,0,0
0,-0.6024172079894964,-1.0821616589285121,1.1056965813304793,-1.2325816110719694,0.3464048093922547,-1.1628304257091409,0,0,0,0,0,0
1,-0.652413241617146,-1.0821616589285121,-0.5453968946520936,0.3223264147551537,0.3778261717571923,0.22408968247585795,0,0,0,0,0,0
1,-0.652413241617146,-1.0821616589285121,-0.606755098151446,0.964352954451514,0.4249582153045987,1.0753752660231501,0,0,0,0,0,0
0,-0.6024172079894964,-1.0821616589285121,-0.9470142266478546,1.3054295536652054,0.4720902588520051,1.2351973450843874,0,0,0,0,0,0
1,-0.6024172079894964,-1.0147607733229451,0.9606681003320101,-1.1523282936099244,0.5035116212169427,-1.09919592572196,0,0,0,0,0,0
2,-0.652413241617146,-1.0147607733229451,-0.6625352831508573,0.5731180318240445,0.5506436647643491,0.48337623283990816,0,0,0,0,0,0
0,-0.652413241617146,-0.9473598877173782,-1.3486315586436157,1.5361578413685846,0.6291970706766932,1.1534810715115784,0,0,0,0,0,0
2,-0.6024172079894964,-0.9473598877173782,-0.5007727466525647,0.9442896250860024,0.6606184330416307,1.1394022081934152,0,0,0,0,0,0
0,-0.6024172079894964,-0.9473598877173782,-1.5103940951419084,1.5863161647823627,0.7391718389539748,1.0583432752772746,0,0,0,0,0,0
0,-0.6024172079894964,-0.9473598877173782,-0.15493559965621492,-0.38992177772049624,0.7705932013189124,-0.5317637731998177,0,0,0,0,0,0
0,-0.652413241617146,-1.0147607733229451,0.029139010841842207,-0.48020675986529676,0.8020145636838499,-0.5512190944262407,0,0,0,0,0,0
1,-0.7024092752447672,-1.0821616589285121,1.3343953398280655,-1.1824232876581913,0.8334359260487876,-0.9641860036862522,0,0,0,0,0,0
2,-0.7024092752447672,-1.0821616589285121,-0.7350495236500919,1.0546379365963146,0.880567969596194,1.0876881395174325,0,0,0,0,0,0
1,-0.7024092752447672,-1.0821616589285121,-0.8242978196491499,0.24207309729310825,0.9591213755085379,-0.09700651172402976,0,0,0,0,0,0
0,-0.7524053088724167,-1.0821616589285121,-0.14377956265633265,-0.640713394789387,1.0062534190559445,-0.8957833311745919,0,0,0,0,0,0
2,-0.7524053088724167,-1.0821616589285121,0.4084442688378387,-0.38992177772049624,1.037674781420882,-0.17404291226355215,0,0,0,0,0,0
0,-0.8024013425000663,-1.0821616589285121,-0.13262352565645041,0.011344809589729025,1.116228187333226,0.07695329698283321,0,0,0,0,0,0
1,-0.8523973761276875,-1.149562544534041,-0.8912340416484434,0.8038463195274238,1.1476495496981636,0.6107237212508864,0,0,0,0,0,0
0,-0.8024013425000663,-1.149562544534041,-0.36690030265397766,-0.008718519775782523,1.19478159324557,-0.11718785098915971,0,0,0,0,0,0
0,-0.8024013425000663,-1.149562544534041,-0.651379246150975,0.2721680913413756,1.2262029556105076,0.07380394846357895,0,0,0,0,0,0
1,-0.8024013425000663,-1.216963430139608,-0.4226804876533889,-0.23944680747916175,1.2576243179754452,-0.48646613421726775,0,0,0,0,0,0
1,-0.8024013425000663,-1.216963430139608,0.2522597508394872,0.10162979173452956,1.3047563615228517,0.4882817601284652,0,0,0,0,0,0
0,-0.8024013425000663,-1.216963430139608,1.7360126718238265,-1.3028032638512588,1.351888405070258,-0.982787763164466,0,0,0,0,0,0
0,-0.8024013425000663,-1.216963430139608,-0.060109285157215794,-0.37989011303774045,1.3833097674351955,-0.45656203986621485,0,0,0,0,0,0
1,-0.8024013425000663,-1.2843643157451365,-0.2441838956552729,0.6032130258723112,1.4932845357124773,0.8636527082489647,0,0,0,0,0,0
2,-0.8024013425000663,-1.216963430139608,-0.339010210154272,0.3524214088034203,1.5404165792598836,0.4244117948314335,0,0,0,0,0,0
1,-0.8024013425000663,-1.216963430139608,-0.22187182165550842,0.0013131449069732513,1.6189699851722277,-0.000701199995048199,0,0,0,0,0,0
0,-0.8024013425000663,-1.216963430139608,-0.37805633965385993,0.7035296726998674,1.666102028719634,0.8996592785469835,0,0,0,0,0,0
0,-0.8024013425000663,-1.216963430139608,-1.4323018361427324,2.077867734237389,1.6975233910845717,1.7512980600590542,1,0,0,0,1,0
0,-0.8523973761276875,-1.2843643157451365,-0.7071594311503863,1.2352079008859156,1.7289447534495093,1.3618188154566595,1,0,0,0,1,0
0,-0.8523973761276875,-1.2843643157451365,0.2634157878393695,-0.45011176581703016,-1.6959837443286896,-0.35949146588021963,0,0,0,0,0,0
1,-0.8024013425000663,-1.216963430139608,-0.3947903951536833,0.382516402851687,-1.6645623819637518,0.424941591778597,0,0,0,0,0,0
1,-0.7524053088724167,-1.149562544534041,-0.5509749131520348,0.3624530734861761,-1.6174303384163455,0.2763629812627371,0,0,0,0,0,0
0,-0.7524053088724167,-1.0821616589285121,1.083384507330715,-1.403119910678815,-1.570298294868939,-1.4627445530770322,0,0,0,0,0,0
2,-0.8024013425000663,-1.216963430139608,0.4084442688378387,-0.7410300416169433,-1.5388769325040015,-0.7275826115044968,0,0,0,0,0,0
2,-0.8024013425000663,-1.149562544534041,-0.45057058015309454,0.2922314207068864,-1.4603235265916574,0.25322851456989465,0,0,0,0,0,0
0,-0.8024013425000663,-1.149562544534041,-1.231493170144852,1.917361099313299,-1.3503487583143758,1.7587937057559708,0,0,0,0,0,0
1,-0.8024013425000663,-1.216963430139608,0.3972882318379565,-0.5002700892308083,-1.3189273959494383,-0.35488027022897434,0,0,0,0,0,0
0,-0.9023934097553371,-1.2843643157451365,-0.42825850615333005,1.0847329306445812,-1.2717953524020318,1.4032214657720932,0,0,0,0,0,0
1,-0.9023934097553371,-1.3517652013507035,0.29130588033907506,-0.6306817301066312,-1.1932419464896877,-0.6230458249853146,0,0,0,0,0,0
0,-0.9023934097553371,-1.2843643157451365,-1.2984293921441454,1.8371077818512536,-1.1461099029422814,1.5867078084733375,0,0,0,0,0,0
0,-0.9023934097553371,-1.2843643157451365,-0.87449998614862,0.3524214088034203,-1.114688540577344,0.014702155691025101,0,0,0,0,0,0
0,-0.9023934097553371,-1.2843643157451365,0.44191237983748544,-0.530365083279075,-1.0832671782124061,-0.37503217633037217,0,0,0,0,0,0
0,-0.9023934097553371,-1.216963430139608,-0.5732869871517993,1.024542942548048,-1.020424453482531,1.1891050106810908,0,0,0,0,0,0
0,-0.9023934097553371,-1.149562544534041,-1.3095854291440279,0.9844162838170248,-0.9890030911175934,0.48781082950876337,0,0,0,0,0,0
0,-0.9023934097553371,-1.149562544534041,-0.3557442656540954,0.9944479484997806,-0.9575817287526558,1.3377719206881462,0,0,0,0,0,0
2,-0.9023934097553371,-1.149562544534041,1.5909841908253572,-1.5836898749684165,-0.9261603663877183,-1.552731545658351,0,0,0,0,0,0
1,-0.9523894433829583,-1.216963430139608,-1.097620726146265,0.8138779842101795,-0.8476069604753742,0.44964582720377944,0,0,0,0,0,0
0,-0.9523894433829583,-1.216963430139608,-0.29996408065468416,0.07153479768626296,-0.8004749169279678,0.04634280670222835,0,0,0,0,0,0
0,-0.9023934097553371,-1.216963430139608,0.7152352863346005,-0.9416633352720559,-0.7690535545630302,-0.8787709625378703,0,0,0,0,0,0
0,-0.9023934097553371,-1.216963430139608,-0.5175068021523881,-0.17925681938262783,-0.7376321921980926,-0.46405768556313226,0,0,0,0,0,0
0,-0.9523894433829583,-1.149562544534041,-1.326319484643851,1.6063794941478742,-0.706210829833155,1.2645323982699677,0,0,0,0,0,0
0,-0.9023934097553371,-1.0821616589285121,-0.8912340416484434,0.312294750072398,-0.6747894674682174,-0.05221904757949001,0,0,0,0,0,0
0,-0.8523973761276875,-1.0147607733229451,0.37497615783819194,-0.640713394789387,-0.6433681051032798,-0.5892074977488378,0,0,0,0,0,0
1,-0.8523973761276875,-1.0821616589285121,0.0012489183421365824,0.3423897441206646,-0.6119467427383422,0.669648915041051,0,0,0,0,0,0
0,-0.9023934097553371,-1.0821616589285121,-0.3445882286542132,0.9944479484997806,-0.5648146991909357,1.3475633531561089,0,0,0,0,0,0
0,-0.9023934097553371,-1.0821616589285121,0.7096572678346594,-0.5403967479618307,-0.5333933368259982,-0.2279644682193879,0,0,0,0,0,0
2,-0.9023934097553371,-1.0821616589285121,-0.785251690149562,1.1850495774721375,-0.5019719744610606,1.2214030023489597,0,0,0,0,0,0
2,-0.9023934097553371,-1.0821616589285121,0.7765934898339529,-0.5403967479618307,-0.42341856854871657,-0.18722896961519783,0,0,0,0,0,0
0,-0.8523973761276875,-1.0147607733229451,-0.4784606726528002,0.2922314207068864,-0.29773311908896616,0.23218380250197848,0,0,0,0,0,0
2,-0.8523973761276875,-0.9473598877173782,-0.5955990611515638,0.9543212897687582,-0.26631175672402857,1.071058402009219,0,0,0,0,0,0
1,-0.8024013425000663,-0.9473598877173782,-0.06568730365715691,0.0915981270517738,-0.18775835081168454,0.24401593432198193,0,0,0,0,0,0
0,-0.8024013425000663,-0.8799590021118496,0.2745718248392517,-0.5002700892308083,-0.14062630726427813,-0.43042539047277606,0,0,0,0,0,0
0,-0.8024013425000663,-0.9473598877173782,-0.5900210426516227,0.7135613373826232,-0.10920494489934053,0.7384930850086819,0,0,0,0,0,0
0,-0.8024013425000663,-0.9473598877173782,0.3917102133380153,-0.5002700892308083,-0.07778358253440293,-0.35831413933096495,0,0,0,0,0,0
0,-0.8523973761276875,-1.0147607733229451,0.20205758434001708,0.12169312110004112,-0.046362220169465326,0.48298379065682295,0,0,0,0,0,0
1,-0.8024013425000663,-1.0147607733229451,0.5423167128364257,-0.43004843645151863,-0.014940857804527726,-0.15324347656006398,0,0,0,0,0,0
0,-0.8024013425000663,-1.0147607733229451,-0.2720739881549785,-0.20935181343089515,0.03219118574287868,-0.34300889419066255,0,0,0,0,0,0
